tp,tn,fp,fn,acc,precision,recall,f1,auc,threshold,train_dataset,test_dataset,model,seed
1566,2044,834,1297,0.6288103117923707,0.6525,0.5469786936779601,0.595097852935588,0.6899433038573912,0.43622323870658875,FFPP,FFPP,spatial,0
1396,1416,1462,1467,0.48981013760668873,0.48845346396081174,0.48760041914076147,0.48802656878168155,0.5026840130616184,0.9378130435943604,FFPP,FFPP,freq,0
1557,1706,1172,1306,0.5683678801602509,0.5705386588493954,0.5438351379671673,0.5568669527896996,0.6186140684009177,0.5202481150627136,FFPP,FFPP,hybrid,0
2109,2196,393,240,0.8718104495747266,0.842925659472422,0.8978288633461047,0.8695114409400123,0.941746370709757,0.2855185270309448,CDF,CDF,spatial,0
984,1672,917,1365,0.5378695828270554,0.5176223040504997,0.41890166028097064,0.46305882352941174,0.5406146546914516,0.9971345663070679,CDF,CDF,freq,0
1828,2054,535,521,0.7861482381530984,0.7735928903935675,0.778203490847169,0.7758913412563667,0.8480842336367259,0.3458821773529053,CDF,CDF,hybrid,0
1558,2130,748,1305,0.6423967949834524,0.6756287944492628,0.5441844219350331,0.6028245308570324,0.6935550190212912,0.5614244937896729,FFPP,FFPP,spatial,1
1835,1183,1695,1028,0.5256923880856994,0.5198300283286119,0.6409360810338806,0.5740653840137651,0.5480855282112947,0.526912271976471,FFPP,FFPP,freq,1
1698,1551,1327,1165,0.5659292806131336,0.5613223140495868,0.5930841774362556,0.576766304347826,0.6079868791562426,0.1313522458076477,FFPP,FFPP,hybrid,1
2064,2283,306,285,0.8803159173754557,0.8708860759493671,0.8786717752234994,0.8747616020343293,0.9472163479080452,0.5718900561332703,CDF,CDF,spatial,1
908,1813,776,1441,0.5510328068043743,0.5391923990498813,0.38654746700723713,0.450285147532854,0.5477987477228297,0.498930960893631,CDF,CDF,freq,1
1689,2117,472,660,0.7707573916565411,0.7815826006478482,0.719029374201788,0.7490022172949002,0.8308143254667674,0.4911276698112488,CDF,CDF,hybrid,1
1545,2139,739,1318,0.6417000522557046,0.6764448336252189,0.5396437303527768,0.6003497182824946,0.6950172663759931,0.4186708331108093,FFPP,FFPP,spatial,2
2037,1188,1690,826,0.561748824246647,0.5465521867453716,0.7114914425427873,0.6182094081942336,0.5831502161361426,0.0006536984001286328,FFPP,FFPP,freq,2
2037,1413,1465,826,0.6009406026824595,0.5816676185037122,0.7114914425427873,0.640062843676355,0.6215511242259136,0.15901653468608856,FFPP,FFPP,hybrid,2
2092,2210,379,257,0.8712029161603888,0.8466208012950223,0.8905917411664538,0.8680497925311204,0.9449813954016083,0.4954579174518585,CDF,CDF,spatial,2
1023,1759,830,1326,0.5633859862292426,0.5520777118186724,0.4355044699872286,0.4869109947643979,0.559457432063906,0.9451448917388916,CDF,CDF,freq,2
1779,2093,496,570,0.7841231267719725,0.781978021978022,0.7573435504469987,0.7694636678200693,0.8394567611835185,0.6969012022018433,CDF,CDF,hybrid,2
