tp,tn,fp,fn,acc,precision,recall,f1,auc,threshold,train_dataset,test_dataset,model,seed
1106,2043,546,1217,0.6410830618892508,0.6694915254237288,0.4761084804132587,0.5564779874213837,0.705846301290918,0.430170476436615,FFPP,CDF,spatial,0
905,1875,714,1418,0.5659609120521173,0.5589870290302656,0.38958243650452,0.4591577879249112,0.585573139912611,0.843225359916687,FFPP,CDF,freq,0
1393,1662,927,930,0.6219462540716613,0.6004310344827586,0.5996556177356867,0.6000430755976739,0.6738545157856005,0.15230323374271393,FFPP,CDF,hybrid,0
250,2875,3,2613,0.5443302560529525,0.9881422924901185,0.08732099196646874,0.16046213093709885,0.6392937303406405,0.7023179531097412,CDF,FFPP,spatial,0
1485,1743,1135,1378,0.5622713812924578,0.566793893129771,0.5186866922808243,0.5416742659128214,0.6016611741621128,0.03971974924206734,CDF,FFPP,freq,0
683,2796,82,2180,0.6059919874586309,0.8928104575163399,0.23856095005239258,0.37651598676957,0.6306161840083284,0.3862951695919037,CDF,FFPP,hybrid,0
941,2155,434,1382,0.6302931596091205,0.6843636363636364,0.4050796383986225,0.5089237425635479,0.7009333836804508,0.5427641868591309,FFPP,CDF,spatial,1
744,2016,573,1579,0.5618892508143323,0.5649202733485194,0.3202755058114507,0.4087912087912088,0.5749020617211098,0.05249008908867836,FFPP,CDF,freq,1
1305,1800,789,1018,0.6321254071661238,0.6232091690544412,0.561773568661214,0.5908988000905592,0.6766519565957301,0.1933354139328003,FFPP,CDF,hybrid,1
361,2871,7,2502,0.5629681240202056,0.9809782608695652,0.12609151239958086,0.22346022903125967,0.6136206912036024,0.33410680294036865,CDF,FFPP,spatial,1
1819,1370,1508,1044,0.555478139696917,0.5467388037270815,0.6353475375480265,0.5877221324717286,0.58982374873691,0.005204519256949425,CDF,FFPP,freq,1
468,2857,21,2395,0.5791673924403414,0.9570552147239264,0.16346489696122948,0.27923627684964203,0.664542058134542,0.6164358258247375,CDF,FFPP,hybrid,1
1064,2076,513,1259,0.6392508143322475,0.6746987951807228,0.45802841153680585,0.5456410256410257,0.7006988572301736,0.3926512598991394,FFPP,CDF,spatial,2
614,2158,431,1709,0.5643322475570033,0.5875598086124402,0.26431338786052516,0.3646080760095012,0.5777242770375077,0.00938633643090725,FFPP,CDF,freq,2
1166,1927,662,1157,0.6296824104234527,0.637855579868709,0.5019371502367628,0.5617923391953746,0.6717815214439979,0.20164497196674347,FFPP,CDF,hybrid,2
407,2873,5,2456,0.5713290367531789,0.9878640776699029,0.1421585749214111,0.24854961832061068,0.6218070190300296,0.3281213343143463,CDF,FFPP,spatial,2
1437,1468,1410,1426,0.5060094060268246,0.5047418335089568,0.5019210618232623,0.5033274956217163,0.5034918687711734,0.9567710757255554,CDF,FFPP,freq,2
632,2784,94,2231,0.5950182894966034,0.8705234159779615,0.22074746769123296,0.35218723878517694,0.6628970374457173,0.23381716012954712,CDF,FFPP,hybrid,2
