tp,tn,fp,fn,acc,precision,recall,f1,auc,threshold,train_dataset,test_dataset,model,seed
1537,2150,728,1326,0.6422226093015154,0.6785871964679911,0.5368494586098498,0.5994539781591264,0.6897446925949129,0.430170476436615,FFPP,FFPP,spatial,0
2076,1075,1803,787,0.548859083783313,0.5351894818252126,0.7251135172895564,0.6158409967368733,0.563487458423921,0.843225359916687,FFPP,FFPP,freq,0
1826,1369,1509,1037,0.5565232537885386,0.5475262368815592,0.6377925253230877,0.5892223297838012,0.5711792302499821,0.15230323374271393,FFPP,FFPP,hybrid,0
2123,2343,246,200,0.9092019543973942,0.8961587167581258,0.913904433921653,0.9049445865302643,0.9710587210668268,0.7023179531097412,CDF,CDF,spatial,0
1190,1611,978,1133,0.5702361563517915,0.5488929889298892,0.5122686181661644,0.5299487864618125,0.6002045642621595,0.03971974924206734,CDF,CDF,freq,0
2033,2086,503,290,0.8385586319218241,0.8016561514195584,0.8751614291863969,0.8367976949989709,0.9124829758405333,0.3862951695919037,CDF,CDF,hybrid,0
1536,2140,738,1327,0.640306566800209,0.6754617414248021,0.536500174641984,0.5980144052949192,0.6930421978238565,0.5427641868591309,FFPP,FFPP,spatial,1
2055,1153,1725,808,0.5587876676537189,0.5436507936507936,0.7177785539643731,0.6186963721210297,0.5681870147434729,0.05249008908867836,FFPP,FFPP,freq,1
1716,1612,1266,1147,0.5796899494861523,0.5754527162977867,0.5993712888578414,0.5871685201026519,0.5920468841515616,0.1933354139328003,FFPP,FFPP,hybrid,1
2165,2221,368,158,0.8929153094462541,0.8547177260165811,0.9319845027981059,0.8916803953871499,0.964941080737123,0.33410680294036865,CDF,CDF,spatial,1
1480,1403,1186,843,0.5869299674267101,0.5551387846961741,0.6371071889797676,0.5933052715975146,0.6267826213323131,0.005204519256949425,CDF,CDF,freq,1
1936,2096,493,387,0.8208469055374593,0.7970358172087278,0.8334050796383986,0.8148148148148148,0.8800953801864141,0.6164358258247375,CDF,CDF,hybrid,1
1596,2096,782,1267,0.6430935377112001,0.671152228763667,0.5574572127139364,0.6090440755580996,0.6953652760277844,0.3926512598991394,FFPP,FFPP,spatial,2
2160,1121,1757,703,0.5715032224351159,0.5514424304314527,0.7544533705902899,0.6371681415929203,0.5795880779357148,0.00938633643090725,FFPP,FFPP,freq,2
1597,1625,1253,1266,0.5612262672008361,0.5603508771929825,0.5578064966818023,0.559075792053212,0.5840604419036874,0.20164497196674347,FFPP,FFPP,hybrid,2
2177,2188,401,146,0.8886400651465798,0.8444530643910008,0.9371502367628067,0.888390124464395,0.9662279417523093,0.3281213343143463,CDF,CDF,spatial,2
1135,1740,849,1188,0.5853013029315961,0.5720766129032258,0.488592337494619,0.5270489900162526,0.61683000382259,0.9567710757255554,CDF,CDF,freq,2
1960,2072,517,363,0.8208469055374593,0.7912797739200645,0.8437365475678003,0.8166666666666667,0.8834939768852194,0.23381716012954712,CDF,CDF,hybrid,2
