tp,tn,fp,fn,acc,precision,recall,f1,auc,threshold,train_dataset,test_dataset,model,seed
2144,2326,1635,1267,0.606348345089528,0.5673458586927759,0.6285546760480798,0.5963838664812239,0.6520621278811123,0.12651671469211578,FFPP,CDF,spatial,0
210,3824,137,3201,0.5472056429734129,0.6051873198847262,0.06156552330694811,0.11176157530601384,0.6604773631739718,0.4511965215206146,FFPP,CDF,freq,0
1882,2830,1131,1529,0.6391752577319587,0.6246266179887155,0.5517443564936969,0.5859277708592777,0.6829841467352716,0.22941160202026367,FFPP,CDF,hybrid,0
322,4791,13,4094,0.5545553145336226,0.9611940298507463,0.07291666666666667,0.1355504104399074,0.6285224316768032,0.5635623335838318,CDF,FFPP,spatial,0
2427,2833,1971,1989,0.5704989154013015,0.5518417462482946,0.5495923913043478,0.55071477195371,0.5895346919912754,0.9260094165802002,CDF,FFPP,freq,0
908,4428,376,3508,0.5787418655097614,0.7071651090342679,0.2056159420289855,0.31859649122807016,0.5758397902487661,0.2521646022796631,CDF,FFPP,hybrid,0
2122,2415,1546,1289,0.6154367878459034,0.5785169029443838,0.6221049545587805,0.5995197061731883,0.6587487679456938,0.17474175989627838,FFPP,CDF,spatial,1
195,3834,127,3216,0.5465274009766685,0.6055900621118012,0.05716798592788039,0.10447361371551031,0.6579599645354876,0.050322823226451874,FFPP,CDF,freq,1
1976,2473,1488,1435,0.6034997287032013,0.5704387990762124,0.5793022574025213,0.5748363636363636,0.6363088189590519,0.1698572337627411,FFPP,CDF,hybrid,1
401,4765,39,4015,0.5603036876355748,0.9113636363636364,0.09080615942028986,0.16515650741350907,0.629500679347826,0.4240398406982422,CDF,FFPP,spatial,1
2471,2859,1945,1945,0.5780911062906724,0.5595561594202898,0.5595561594202898,0.5595561594202898,0.5932630680652596,0.9437738060951233,CDF,FFPP,freq,1
442,4685,119,3974,0.5560737527114967,0.7878787878787878,0.10009057971014493,0.17761703837653206,0.554098255793783,0.26781800389289856,CDF,FFPP,hybrid,1
2062,2387,1574,1349,0.6034997287032013,0.5671067106710671,0.6045148050425095,0.5852135660564779,0.6344394492446176,0.14294758439064026,FFPP,CDF,spatial,2
300,3801,160,3111,0.5562940857297883,0.6521739130434783,0.08795074758135445,0.15499870834409712,0.6476901993202413,0.666263997554779,FFPP,CDF,freq,2
1977,2383,1578,1434,0.5914270211611503,0.5561181434599156,0.5795954265611257,0.5676141257536607,0.624010776131486,0.17548330128192902,FFPP,CDF,hybrid,2
379,4773,31,4037,0.5587852494577007,0.9243902439024391,0.08582427536231885,0.15706589307915458,0.6292563177650871,0.4018514156341553,CDF,FFPP,spatial,2
3001,2200,2604,1415,0.5640997830802603,0.5354148082069581,0.6795742753623188,0.598942221335196,0.589471244713041,0.7483746409416199,CDF,FFPP,freq,2
543,4724,80,3873,0.5712581344902387,0.8715890850722311,0.12296195652173914,0.2155189521730502,0.5591839133904114,0.7166415452957153,CDF,FFPP,hybrid,2
