video_id,label,frames_dir
ffpp_original_sequences_youtube_c23_videos_371,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_371
ffpp_manipulated_sequences_FaceSwap_c23_videos_355_748,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_355_748
ffpp_manipulated_sequences_Deepfakes_c23_videos_601_653,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_601_653
ffpp_manipulated_sequences_FaceSwap_c23_videos_835_651,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_835_651
ffpp_original_sequences_youtube_c23_videos_158,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_158
ffpp_manipulated_sequences_FaceSwap_c23_videos_807_273,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_807_273
ffpp_original_sequences_youtube_c23_videos_863,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_863
ffpp_manipulated_sequences_FaceSwap_c23_videos_414_385,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_414_385
ffpp_manipulated_sequences_NeuralTextures_c23_videos_207_908,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_207_908
ffpp_original_sequences_youtube_c23_videos_655,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_655
ffpp_original_sequences_youtube_c23_videos_867,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_867
ffpp_manipulated_sequences_Face2Face_c23_videos_372_413,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_372_413
ffpp_manipulated_sequences_Deepfakes_c23_videos_792_903,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_792_903
ffpp_manipulated_sequences_Face2Face_c23_videos_242_182,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_242_182
ffpp_original_sequences_youtube_c23_videos_465,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_465
ffpp_manipulated_sequences_Face2Face_c23_videos_182_242,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_182_242
ffpp_original_sequences_youtube_c23_videos_007,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_007
ffpp_manipulated_sequences_NeuralTextures_c23_videos_090_086,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_090_086
ffpp_manipulated_sequences_Deepfakes_c23_videos_402_453,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_402_453
ffpp_manipulated_sequences_Face2Face_c23_videos_394_373,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_394_373
ffpp_manipulated_sequences_Deepfakes_c23_videos_608_675,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_608_675
ffpp_original_sequences_youtube_c23_videos_842,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_842
ffpp_original_sequences_youtube_c23_videos_136,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_136
ffpp_manipulated_sequences_FaceSwap_c23_videos_674_744,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_674_744
ffpp_manipulated_sequences_Deepfakes_c23_videos_980_992,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_980_992
ffpp_manipulated_sequences_NeuralTextures_c23_videos_511_472,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_511_472
ffpp_manipulated_sequences_Deepfakes_c23_videos_363_343,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_363_343
ffpp_original_sequences_youtube_c23_videos_736,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_736
ffpp_manipulated_sequences_NeuralTextures_c23_videos_086_090,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_086_090
ffpp_manipulated_sequences_Deepfakes_c23_videos_840_800,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_840_800
ffpp_original_sequences_youtube_c23_videos_244,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_244
ffpp_original_sequences_youtube_c23_videos_263,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_263
ffpp_manipulated_sequences_FaceSwap_c23_videos_737_719,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_737_719
ffpp_manipulated_sequences_Deepfakes_c23_videos_670_661,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_670_661
ffpp_original_sequences_youtube_c23_videos_539,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_539
ffpp_manipulated_sequences_Face2Face_c23_videos_236_237,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_236_237
ffpp_original_sequences_youtube_c23_videos_696,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_696
ffpp_original_sequences_youtube_c23_videos_891,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_891
ffpp_manipulated_sequences_Deepfakes_c23_videos_664_668,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_664_668
ffpp_original_sequences_youtube_c23_videos_796,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_796
ffpp_original_sequences_youtube_c23_videos_379,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_379
ffpp_original_sequences_youtube_c23_videos_112,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_112
ffpp_original_sequences_youtube_c23_videos_213,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_213
ffpp_manipulated_sequences_Deepfakes_c23_videos_554_572,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_554_572
ffpp_original_sequences_youtube_c23_videos_446,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_446
ffpp_original_sequences_youtube_c23_videos_181,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_181
ffpp_original_sequences_youtube_c23_videos_607,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_607
ffpp_original_sequences_youtube_c23_videos_979,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_979
ffpp_manipulated_sequences_FaceSwap_c23_videos_558_583,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_558_583
ffpp_original_sequences_youtube_c23_videos_612,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_612
ffpp_original_sequences_youtube_c23_videos_573,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_573
ffpp_original_sequences_youtube_c23_videos_109,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_109
ffpp_original_sequences_youtube_c23_videos_972,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_972
ffpp_manipulated_sequences_Face2Face_c23_videos_035_036,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_035_036
ffpp_manipulated_sequences_Deepfakes_c23_videos_076_079,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_076_079
ffpp_manipulated_sequences_Deepfakes_c23_videos_622_647,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_622_647
ffpp_original_sequences_youtube_c23_videos_822,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_822
ffpp_original_sequences_youtube_c23_videos_436,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_436
ffpp_original_sequences_youtube_c23_videos_369,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_369
ffpp_original_sequences_youtube_c23_videos_596,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_596
ffpp_original_sequences_youtube_c23_videos_805,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_805
ffpp_original_sequences_youtube_c23_videos_884,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_884
ffpp_manipulated_sequences_FaceSwap_c23_videos_782_787,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_782_787
ffpp_manipulated_sequences_FaceSwap_c23_videos_159_175,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_159_175
ffpp_manipulated_sequences_Face2Face_c23_videos_336_338,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_336_338
ffpp_manipulated_sequences_NeuralTextures_c23_videos_093_121,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_093_121
ffpp_manipulated_sequences_NeuralTextures_c23_videos_474_281,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_474_281
ffpp_original_sequences_youtube_c23_videos_074,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_074
ffpp_manipulated_sequences_FaceSwap_c23_videos_499_539,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_499_539
ffpp_manipulated_sequences_NeuralTextures_c23_videos_456_435,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_456_435
ffpp_original_sequences_youtube_c23_videos_593,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_593
ffpp_original_sequences_youtube_c23_videos_362,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_362
ffpp_original_sequences_youtube_c23_videos_167,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_167
ffpp_original_sequences_youtube_c23_videos_102,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_102
ffpp_original_sequences_youtube_c23_videos_731,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_731
ffpp_original_sequences_youtube_c23_videos_526,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_526
ffpp_original_sequences_youtube_c23_videos_421,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_421
ffpp_original_sequences_youtube_c23_videos_872,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_872
ffpp_original_sequences_youtube_c23_videos_075,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_075
ffpp_original_sequences_youtube_c23_videos_099,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_099
ffpp_manipulated_sequences_NeuralTextures_c23_videos_719_737,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_719_737
ffpp_original_sequences_youtube_c23_videos_133,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_133
ffpp_original_sequences_youtube_c23_videos_584,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_584
ffpp_original_sequences_youtube_c23_videos_900,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_900
ffpp_manipulated_sequences_FaceSwap_c23_videos_760_611,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_760_611
ffpp_manipulated_sequences_NeuralTextures_c23_videos_331_260,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_331_260
ffpp_original_sequences_youtube_c23_videos_921,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_921
ffpp_manipulated_sequences_Face2Face_c23_videos_550_452,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_550_452
ffpp_original_sequences_youtube_c23_videos_507,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_507
ffpp_manipulated_sequences_Deepfakes_c23_videos_455_471,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_455_471
ffpp_original_sequences_youtube_c23_videos_887,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_887
ffpp_manipulated_sequences_FaceSwap_c23_videos_592_500,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_592_500
ffpp_original_sequences_youtube_c23_videos_524,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_524
ffpp_original_sequences_youtube_c23_videos_497,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_497
ffpp_manipulated_sequences_NeuralTextures_c23_videos_031_163,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_031_163
ffpp_original_sequences_youtube_c23_videos_309,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_309
ffpp_manipulated_sequences_FaceSwap_c23_videos_533_450,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_533_450
ffpp_manipulated_sequences_Face2Face_c23_videos_275_887,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_275_887
ffpp_manipulated_sequences_FaceSwap_c23_videos_225_151,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_225_151
ffpp_original_sequences_youtube_c23_videos_997,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_997
ffpp_manipulated_sequences_Face2Face_c23_videos_628_568,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_628_568
ffpp_manipulated_sequences_NeuralTextures_c23_videos_751_752,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_751_752
ffpp_original_sequences_youtube_c23_videos_675,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_675
ffpp_manipulated_sequences_Face2Face_c23_videos_679_665,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_679_665
ffpp_original_sequences_youtube_c23_videos_021,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_021
ffpp_manipulated_sequences_Face2Face_c23_videos_487_477,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_487_477
ffpp_original_sequences_youtube_c23_videos_411,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_411
ffpp_manipulated_sequences_Deepfakes_c23_videos_811_920,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_811_920
ffpp_original_sequences_youtube_c23_videos_375,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_375
ffpp_manipulated_sequences_Face2Face_c23_videos_599_585,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_599_585
ffpp_original_sequences_youtube_c23_videos_844,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_844
ffpp_manipulated_sequences_FaceSwap_c23_videos_820_818,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_820_818
ffpp_original_sequences_youtube_c23_videos_761,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_761
ffpp_original_sequences_youtube_c23_videos_791,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_791
ffpp_original_sequences_youtube_c23_videos_781,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_781
ffpp_original_sequences_youtube_c23_videos_189,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_189
ffpp_manipulated_sequences_Deepfakes_c23_videos_822_244,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_822_244
ffpp_original_sequences_youtube_c23_videos_429,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_429
ffpp_original_sequences_youtube_c23_videos_056,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_056
ffpp_original_sequences_youtube_c23_videos_592,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_592
ffpp_manipulated_sequences_Deepfakes_c23_videos_796_740,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_796_740
ffpp_manipulated_sequences_NeuralTextures_c23_videos_984_967,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_984_967
ffpp_original_sequences_youtube_c23_videos_952,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_952
ffpp_manipulated_sequences_FaceSwap_c23_videos_340_341,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_340_341
ffpp_original_sequences_youtube_c23_videos_671,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_671
ffpp_original_sequences_youtube_c23_videos_423,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_423
ffpp_manipulated_sequences_NeuralTextures_c23_videos_266_252,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_266_252
ffpp_manipulated_sequences_NeuralTextures_c23_videos_271_264,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_271_264
ffpp_manipulated_sequences_Face2Face_c23_videos_996_056,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_996_056
ffpp_manipulated_sequences_FaceSwap_c23_videos_312_021,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_312_021
ffpp_original_sequences_youtube_c23_videos_115,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_115
ffpp_manipulated_sequences_FaceSwap_c23_videos_451_449,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_451_449
ffpp_original_sequences_youtube_c23_videos_482,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_482
ffpp_manipulated_sequences_FaceSwap_c23_videos_305_513,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_305_513
ffpp_manipulated_sequences_FaceSwap_c23_videos_132_007,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_132_007
ffpp_original_sequences_youtube_c23_videos_491,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_491
ffpp_original_sequences_youtube_c23_videos_679,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_679
ffpp_manipulated_sequences_Deepfakes_c23_videos_431_447,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_431_447
ffpp_original_sequences_youtube_c23_videos_553,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_553
ffpp_manipulated_sequences_FaceSwap_c23_videos_365_307,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_365_307
ffpp_original_sequences_youtube_c23_videos_572,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_572
ffpp_manipulated_sequences_FaceSwap_c23_videos_498_433,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_498_433
ffpp_original_sequences_youtube_c23_videos_656,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_656
ffpp_manipulated_sequences_FaceSwap_c23_videos_696_686,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_696_686
ffpp_original_sequences_youtube_c23_videos_939,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_939
ffpp_original_sequences_youtube_c23_videos_602,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_602
ffpp_manipulated_sequences_Deepfakes_c23_videos_990_008,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_990_008
ffpp_original_sequences_youtube_c23_videos_538,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_538
ffpp_manipulated_sequences_Face2Face_c23_videos_666_656,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_666_656
ffpp_original_sequences_youtube_c23_videos_912,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_912
ffpp_original_sequences_youtube_c23_videos_330,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_330
ffpp_manipulated_sequences_Deepfakes_c23_videos_897_969,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Deepfakes_c23_videos_897_969
ffpp_manipulated_sequences_FaceSwap_c23_videos_538_493,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_538_493
ffpp_original_sequences_youtube_c23_videos_169,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_169
ffpp_original_sequences_youtube_c23_videos_776,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_776
ffpp_original_sequences_youtube_c23_videos_802,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_802
ffpp_manipulated_sequences_NeuralTextures_c23_videos_728_673,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_728_673
ffpp_manipulated_sequences_Face2Face_c23_videos_212_179,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_212_179
ffpp_manipulated_sequences_FaceSwap_c23_videos_061_080,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_061_080
ffpp_manipulated_sequences_NeuralTextures_c23_videos_777_745,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_777_745
ffpp_manipulated_sequences_FaceSwap_c23_videos_864_839,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_864_839
ffpp_manipulated_sequences_Face2Face_c23_videos_457_398,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_Face2Face_c23_videos_457_398
ffpp_manipulated_sequences_NeuralTextures_c23_videos_071_054,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_NeuralTextures_c23_videos_071_054
ffpp_original_sequences_youtube_c23_videos_896,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_896
ffpp_original_sequences_youtube_c23_videos_806,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_806
ffpp_manipulated_sequences_FaceSwap_c23_videos_603_575,1,/kaggle/outputs/frames/FFPP/ffpp_manipulated_sequences_FaceSwap_c23_videos_603_575
ffpp_original_sequences_youtube_c23_videos_475,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_475
ffpp_original_sequences_youtube_c23_videos_504,0,/kaggle/outputs/frames/FFPP/ffpp_original_sequences_youtube_c23_videos_504
