tp,tn,fp,fn,acc,precision,recall,f1,auc,threshold,train_dataset,test_dataset,model,seed
105,402,217,458,0.4289340101522843,0.32608695652173914,0.18650088809946713,0.23728813559322035,0.3767349503726001,0.4998690187931061,FFPP,FFPP,spatial,0
238,238,381,325,0.4027072758037225,0.38449111470113084,0.4227353463587922,0.4027072758037225,0.3877135240762474,0.9999135732650757,FFPP,FFPP,freq,0
343,120,499,220,0.3917089678510998,0.40736342042755347,0.6092362344582594,0.48825622775800714,0.3793432942033934,0.35290953516960144,FFPP,FFPP,hybrid,0
435,297,201,2,0.7828877005347593,0.6839622641509434,0.9954233409610984,0.8108108108108109,0.9648065948002537,0.5767993330955505,CDF,CDF,spatial,0
328,243,255,109,0.6106951871657754,0.5626072041166381,0.7505720823798627,0.6431372549019608,0.655395035519653,0.3659738302230835,CDF,CDF,freq,0
430,274,224,7,0.7529411764705882,0.6574923547400612,0.9839816933638444,0.7882676443629697,0.931552296141086,0.4040580093860626,CDF,CDF,hybrid,0
267,124,495,296,0.33079526226734346,0.35039370078740156,0.47424511545293074,0.4030188679245283,0.2524268501593988,0.5659422874450684,FFPP,FFPP,spatial,1
138,336,283,425,0.4010152284263959,0.32779097387173395,0.24511545293072823,0.2804878048780488,0.360924197338858,0.9984863996505737,FFPP,FFPP,freq,1
540,100,519,23,0.5414551607445008,0.509915014164306,0.9591474245115453,0.6658446362515413,0.3858196770703908,0.08982015401124954,FFPP,FFPP,hybrid,1
434,269,229,3,0.7518716577540107,0.6546003016591252,0.9931350114416476,0.7890909090909091,0.9369790374311893,0.3911036550998688,CDF,CDF,spatial,1
293,259,239,144,0.5903743315508021,0.5507518796992481,0.6704805491990846,0.6047471620227038,0.5950828485566981,0.9999822378158569,CDF,CDF,freq,1
419,291,207,18,0.7593582887700535,0.6693290734824281,0.9588100686498856,0.7883349012229539,0.8997821951421245,0.5111399292945862,CDF,CDF,hybrid,1
246,450,169,317,0.5888324873096447,0.5927710843373494,0.4369449378330373,0.5030674846625767,0.6126092907542963,0.4803130626678467,FFPP,FFPP,spatial,2
356,196,423,207,0.467005076142132,0.45699614890885754,0.6323268206039077,0.5305514157973175,0.4513467834730285,0.5241667628288269,FFPP,FFPP,freq,2
522,97,522,41,0.5236886632825719,0.5,0.9271758436944938,0.6496577473553204,0.3728640418712356,0.1053994670510292,FFPP,FFPP,hybrid,2
432,281,217,5,0.7625668449197861,0.6656394453004623,0.988558352402746,0.7955801104972375,0.9428239272880998,0.48846814036369324,CDF,CDF,spatial,2
326,215,283,111,0.5786096256684492,0.535303776683087,0.7459954233409611,0.6233269598470363,0.6394778197458024,0.4419463276863098,CDF,CDF,freq,2
427,271,227,10,0.746524064171123,0.6529051987767585,0.977116704805492,0.7827681026581118,0.9232260851185059,0.4272198975086212,CDF,CDF,hybrid,2
