tp,tn,fp,fn,acc,precision,recall,f1,auc,threshold,train_dataset,test_dataset,model,seed
3314,3036,1768,1102,0.6887201735357917,0.6521054702872885,0.7504528985507246,0.6978311223415455,0.7671369872931978,0.16301976144313812,FFPP,FFPP,spatial,0
3164,1741,3063,1252,0.5319956616052061,0.5081098442267544,0.7164855072463768,0.5945692004134173,0.568804354425358,0.47307950258255005,FFPP,FFPP,freq,0
2638,2971,1833,1778,0.608351409978308,0.5900246029970924,0.5973731884057971,0.5936761561831889,0.6341282768209464,0.1953325718641281,FFPP,FFPP,hybrid,0
3067,3705,256,391,0.9127914813317158,0.9229611796569365,0.8869288606130712,0.9045863441970211,0.9697423651568671,0.4505002200603485,CDF,CDF,spatial,0
1869,2362,1599,1589,0.5702924922496293,0.5389273356401384,0.5404858299595142,0.5397054576956396,0.578152603850527,0.10285913199186325,CDF,CDF,freq,0
2748,3428,533,710,0.8324572044749966,0.8375495275830539,0.794679005205321,0.8155512687342336,0.9074658881293304,0.666560173034668,CDF,CDF,hybrid,0
3214,3302,1502,1202,0.7067245119305857,0.681509754028838,0.7278079710144928,0.703898379325449,0.7814566278931204,0.2225312888622284,FFPP,FFPP,spatial,1
2092,3078,1726,2324,0.5607375271149675,0.5479308538501834,0.473731884057971,0.508136992956036,0.5637364677231534,0.01619449071586132,FFPP,FFPP,freq,1
2701,2967,1837,1715,0.6147505422993492,0.5951961216394888,0.6116394927536232,0.6033057851239669,0.6505983370590933,0.3922775983810425,FFPP,FFPP,hybrid,1
3148,3615,346,310,0.9115783798355573,0.9009730967372639,0.9103528050896472,0.905638665132336,0.9733543605970825,0.5581013560295105,CDF,CDF,spatial,1
1860,2091,1870,1598,0.5325515568135868,0.49865951742627346,0.5378831694621168,0.5175292153589316,0.5596623907855787,0.9890852570533752,CDF,CDF,freq,1
2968,3328,633,490,0.8486318910904435,0.8242154956956401,0.8582995951417004,0.8409123105255701,0.9199056766457342,0.22148355841636658,CDF,CDF,hybrid,1
3413,3072,1732,1003,0.7033622559652929,0.6633624878522838,0.7728713768115942,0.7139420562702646,0.785785726191338,0.14708150923252106,FFPP,FFPP,spatial,2
2554,2425,2379,1862,0.5400216919739697,0.5177376849787148,0.5783514492753623,0.5463685955717189,0.5542783923270462,0.03283344954252243,FFPP,FFPP,freq,2
3190,2127,2677,1226,0.5766811279826464,0.5437191068689279,0.7223731884057971,0.6204415053972576,0.6462238216341455,0.08252229541540146,FFPP,FFPP,hybrid,2
3167,3609,352,291,0.9133306375522308,0.899971582836033,0.9158473105841527,0.9078400458649849,0.9705114674321015,0.407288521528244,CDF,CDF,spatial,2
1491,2616,1345,1967,0.5535786494136676,0.5257404795486601,0.4311740890688259,0.47378455672068637,0.5496175186378351,0.9986395239830017,CDF,CDF,freq,2
2833,3554,407,625,0.8608976951071573,0.8743827160493827,0.8192596876807403,0.8459241564646163,0.9282443529443889,0.39265862107276917,CDF,CDF,hybrid,2
