tp,tn,fp,fn,acc,precision,recall,f1,auc,threshold,train_dataset,test_dataset,model,seed
758,641,723,392,0.55648369132856,0.511816340310601,0.6591304347826087,0.5762067654884074,0.5737804411577202,0.26855361461639404,FFPP,CDF,spatial,0
582,550,814,568,0.4502784407319014,0.4169054441260745,0.5060869565217392,0.45718774548311075,0.47306834119597096,0.5114990472793579,FFPP,CDF,freq,0
667,786,578,483,0.5779634049323786,0.5357429718875502,0.58,0.5569937369519833,0.6099349738620425,0.4433782398700714,FFPP,CDF,hybrid,0
19,1660,8,1500,0.5268277376843427,0.7037037037037037,0.012508229098090849,0.02457956015523933,0.6621223100518927,0.6130726337432861,CDF,FFPP,spatial,0
1284,634,1034,235,0.6018198933165987,0.5539257981018119,0.8452929558920342,0.6692728694292416,0.6848928362247662,0.9984501600265503,CDF,FFPP,freq,0
103,1665,3,1416,0.5547536868528397,0.9716981132075472,0.06780776826859776,0.12676923076923077,0.5025563486011717,0.7457945942878723,CDF,FFPP,hybrid,0
764,651,713,386,0.5628480509148767,0.5172647257955315,0.6643478260869565,0.581652074609821,0.5755743975519572,0.38153672218322754,FFPP,CDF,spatial,1
277,1102,262,873,0.5485282418456643,0.5139146567717996,0.2408695652173913,0.3280047365304914,0.4896943134004845,0.45517730712890625,FFPP,CDF,freq,1
861,504,860,289,0.5429594272076372,0.5002905287623475,0.7486956521739131,0.599791013584117,0.5575073313782992,0.4783778488636017,FFPP,CDF,hybrid,1
40,1660,8,1479,0.5334170065892689,0.8333333333333334,0.026333113890717578,0.05105296745373325,0.6745338423139039,0.6060013771057129,CDF,FFPP,spatial,1
1415,196,1472,104,0.5054910574207719,0.49012816072047105,0.9315339038841343,0.6423059464366773,0.6367478762217349,0.026068001985549927,CDF,FFPP,freq,1
140,1656,12,1379,0.5635393787260746,0.9210526315789473,0.09216589861751152,0.1675643327348893,0.516857021295406,0.7255774140357971,CDF,FFPP,hybrid,1
198,1142,222,952,0.5330151153540175,0.4714285714285714,0.17217391304347826,0.2522292993630573,0.5647896213183731,0.8005231022834778,FFPP,CDF,spatial,2
1039,276,1088,111,0.5230708035003978,0.48848142924306537,0.9034782608695652,0.6341165700335673,0.5840995154915211,0.9660505056381226,FFPP,CDF,freq,2
1107,135,1229,43,0.49403341288782815,0.4738869863013699,0.9626086956521739,0.6351118760757315,0.5210754813209231,0.45247790217399597,FFPP,CDF,hybrid,2
37,1657,11,1482,0.5315343583307185,0.7708333333333334,0.024358130348913758,0.047223994894703254,0.6555668565871464,0.6209546327590942,CDF,FFPP,spatial,2
1378,262,1406,141,0.5145905240037653,0.4949712643678161,0.9071757735352205,0.6404833836858006,0.6414520786267628,0.14160595834255219,CDF,FFPP,freq,2
117,1660,8,1402,0.5575776592406652,0.936,0.07702435813034891,0.14233576642335766,0.500553342710953,0.7658588886260986,CDF,FFPP,hybrid,2
